,user_id,created_at,tweet,hashtags,retweet_count,favourite_count,tweet_url
410,b'Marianna_Mia_DA',2020-09-22 10:12:59,b'Nearly 70% of Italians voted \xe2\x80\x98yes\xe2\x80\x99. \n\nReduction of MPs from 630 to 400 for Parlament and from 300 to 200 in Senate.\xe2\x80\xa6 https://t.co/l431N4mA4k',[],0,0,"[{'url': 'https://t.co/l431N4mA4k', 'expanded_url': 'https://twitter.com/i/web/status/1308348561017495552', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
411,b'KaurVeera120596',2020-09-22 09:54:10,b'RT @Gsimran07: A recent report on #Khalistan by a #Canadian institute has triggered an intense debate on the issue as it exposed a #Pakista\xe2\x80\xa6',"[{'text': 'Khalistan', 'indices': [34, 44]}, {'text': 'Canadian', 'indices': [50, 59]}]",10,0,[]
412,b'Harbaks21769227',2020-09-22 09:17:17,b'RT @Gsimran07: A recent report on #Khalistan by a #Canadian institute has triggered an intense debate on the issue as it exposed a #Pakista\xe2\x80\xa6',"[{'text': 'Khalistan', 'indices': [34, 44]}, {'text': 'Canadian', 'indices': [50, 59]}]",10,0,[]
413,b'mohantyamit006',2020-09-22 09:01:14,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
414,b'dzbreaking1',2020-09-22 09:00:25,b'#Algeria\n#\xd8\xa7\xd9\x84\xd8\xac\xd8\xb2\xd8\xa7\xd8\xa6\xd8\xb1\n#Algerie \n#Coronavirus\n#COVID19\n#Constitution:\n#Referendum2020 \n#Referendum\n#\xd8\xa7\xd9\x84\xd8\xaf\xd8\xb3\xd8\xaa\xd9\x88\xd8\xb1\xe2\x80\xa6 https://t.co/bUlNgXQjx8',"[{'text': 'Algeria', 'indices': [0, 8]}, {'text': 'الجزائر', 'indices': [9, 17]}, {'text': 'Algerie', 'indices': [18, 26]}, {'text': 'Coronavirus', 'indices': [28, 40]}, {'text': 'COVID19', 'indices': [41, 49]}, {'text': 'Constitution', 'indices': [50, 63]}, {'text': 'Referendum2020', 'indices': [65, 80]}, {'text': 'Referendum', 'indices': [82, 93]}, {'text': 'الدستور', 'indices': [94, 102]}]",0,1,"[{'url': 'https://t.co/bUlNgXQjx8', 'expanded_url': 'https://twitter.com/i/web/status/1308330299613417474', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [104, 127]}]"
415,b'JimmyKaur3',2020-09-22 08:55:49,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
416,b'dzbreaking1',2020-09-22 08:46:21,b'#Algeria\n#\xd8\xa7\xd9\x84\xd8\xac\xd8\xb2\xd8\xa7\xd8\xa6\xd8\xb1\n#Algerie \n#Coronavirus\n#COVID19\n#Constitution:\n#Referendum2020 \n#Referendum\n#\xd8\xa7\xd9\x84\xd8\xaf\xd8\xb3\xd8\xaa\xd9\x88\xd8\xb1\xe2\x80\xa6 https://t.co/CQ9OWh1rjI',"[{'text': 'Algeria', 'indices': [0, 8]}, {'text': 'الجزائر', 'indices': [9, 17]}, {'text': 'Algerie', 'indices': [18, 26]}, {'text': 'Coronavirus', 'indices': [28, 40]}, {'text': 'COVID19', 'indices': [41, 49]}, {'text': 'Constitution', 'indices': [50, 63]}, {'text': 'Referendum2020', 'indices': [65, 80]}, {'text': 'Referendum', 'indices': [82, 93]}, {'text': 'الدستور', 'indices': [94, 102]}]",0,1,"[{'url': 'https://t.co/CQ9OWh1rjI', 'expanded_url': 'https://twitter.com/i/web/status/1308326759679627264', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [104, 127]}]"
417,b'beingvick',2020-09-22 08:22:25,b'RT @Gsimran07: A recent report on #Khalistan by a #Canadian institute has triggered an intense debate on the issue as it exposed a #Pakista\xe2\x80\xa6',"[{'text': 'Khalistan', 'indices': [34, 44]}, {'text': 'Canadian', 'indices': [50, 59]}]",10,0,[]
418,b'dzbreaking1',2020-09-22 08:21:57,b'#Algeria\n#\xd8\xa7\xd9\x84\xd8\xac\xd8\xb2\xd8\xa7\xd8\xa6\xd8\xb1\n#Algerie \n#Coronavirus\n#COVID19\n#Constitution:\n#Referendum2020 \n#Referendum\n#\xd8\xa7\xd9\x84\xd8\xaf\xd8\xb3\xd8\xaa\xd9\x88\xd8\xb1\xe2\x80\xa6 https://t.co/bG9sBq2zbA',"[{'text': 'Algeria', 'indices': [0, 8]}, {'text': 'الجزائر', 'indices': [9, 17]}, {'text': 'Algerie', 'indices': [18, 26]}, {'text': 'Coronavirus', 'indices': [28, 40]}, {'text': 'COVID19', 'indices': [41, 49]}, {'text': 'Constitution', 'indices': [50, 63]}, {'text': 'Referendum2020', 'indices': [65, 80]}, {'text': 'Referendum', 'indices': [82, 93]}, {'text': 'الدستور', 'indices': [94, 102]}]",0,1,"[{'url': 'https://t.co/bG9sBq2zbA', 'expanded_url': 'https://twitter.com/i/web/status/1308320620468469760', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [104, 127]}]"
419,b'Randhee25160680',2020-09-22 08:20:22,b'RT @Gsimran07: A recent report on #Khalistan by a #Canadian institute has triggered an intense debate on the issue as it exposed a #Pakista\xe2\x80\xa6',"[{'text': 'Khalistan', 'indices': [34, 44]}, {'text': 'Canadian', 'indices': [50, 59]}]",10,0,[]
420,b'JianhuaLi4',2020-09-22 07:44:03,b'RT @GlobalWatchCGTN: #Italian citizens voted on Sunday and Monday to renew local governors in 7 regions. They were also called to vote nati\xe2\x80\xa6',"[{'text': 'Italian', 'indices': [21, 29]}]",1,0,[]
421,b'GlobalWatchCGTN',2020-09-22 07:30:00,b'#Italian citizens voted on Sunday and Monday to renew local governors in 7 regions. They were also called to vote n\xe2\x80\xa6 https://t.co/VNX6DoP4iZ',"[{'text': 'Italian', 'indices': [0, 8]}]",1,0,"[{'url': 'https://t.co/VNX6DoP4iZ', 'expanded_url': 'https://twitter.com/i/web/status/1308307544993980417', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
422,b'dzbreaking1',2020-09-22 07:13:05,b'#Algeria\n#\xd8\xa7\xd9\x84\xd8\xac\xd8\xb2\xd8\xa7\xd8\xa6\xd8\xb1\n#Algerie \n#Coronavirus\n#COVID19\n#Constitution:\n#Referendum2020 \n#Referendum\n#\xd8\xa7\xd9\x84\xd8\xaf\xd8\xb3\xd8\xaa\xd9\x88\xd8\xb1\xe2\x80\xa6 https://t.co/VHQicSHjYk',"[{'text': 'Algeria', 'indices': [0, 8]}, {'text': 'الجزائر', 'indices': [9, 17]}, {'text': 'Algerie', 'indices': [18, 26]}, {'text': 'Coronavirus', 'indices': [28, 40]}, {'text': 'COVID19', 'indices': [41, 49]}, {'text': 'Constitution', 'indices': [50, 63]}, {'text': 'Referendum2020', 'indices': [65, 80]}, {'text': 'Referendum', 'indices': [82, 93]}, {'text': 'الدستور', 'indices': [94, 102]}]",0,1,"[{'url': 'https://t.co/VHQicSHjYk', 'expanded_url': 'https://twitter.com/i/web/status/1308303286672347142', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [104, 127]}]"
423,b'Gsimran07',2020-09-22 07:12:01,b'A recent report on #Khalistan by a #Canadian institute has triggered an intense debate on the issue as it exposed a\xe2\x80\xa6 https://t.co/foG70o4JdX',"[{'text': 'Khalistan', 'indices': [19, 29]}, {'text': 'Canadian', 'indices': [35, 44]}]",10,22,"[{'url': 'https://t.co/foG70o4JdX', 'expanded_url': 'https://twitter.com/i/web/status/1308303017972609024', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
424,b'SinghGurprabh',2020-09-22 06:59:08,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
425,b'Rockyjatt_PBX1',2020-09-22 06:48:53,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
426,b'SanchitSinghTo2',2020-09-22 06:25:09,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
427,b'RanviKashyap',2020-09-22 05:44:11,"b'RT @KaurVeera120596: #Pannun do you know the meaning of No? The word ""No"" is usually used to give a negative response. #RealSikhs say a big\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'RealSikhs', 'indices': [119, 129]}]",16,0,[]
428,b'EPothnen',2020-09-22 05:39:32,"b""Let's do away with this women rep post.\n#BBINonsense  #schoolsreopening  #Referendum2020""","[{'text': 'BBINonsense', 'indices': [40, 52]}, {'text': 'schoolsreopening', 'indices': [54, 71]}, {'text': 'Referendum2020', 'indices': [73, 88]}]",0,3,[]
429,b'ls0284132',2020-09-22 04:51:56,"b'RT @KaurVeera120596: #Pannun do you know the meaning of No? The word ""No"" is usually used to give a negative response. #RealSikhs say a big\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'RealSikhs', 'indices': [119, 129]}]",16,0,[]
430,b'VivekSurana9',2020-09-22 04:29:24,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
431,b'Jagdeep33107283',2020-09-22 04:28:31,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
432,b'Hardial02443790',2020-09-22 04:18:06,b'RT @Randhee25160680: The law-enforcement agencies in different states were alerted after the banned Pro-Khalistan group Sikhs For Justice (\xe2\x80\xa6',[],14,0,[]
433,b'ashishsah168',2020-09-22 03:34:20,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
434,b'nealx28',2020-09-22 02:51:45,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
435,b'MinaAmso',2020-09-22 02:47:54,"b'Is the #endoflifechoiceACT too risky? I am speaking with Dr @jkleinsman this Wednesday @ 7.30pm Live, to find out!\xe2\x80\xa6 https://t.co/TAZmc48NtU'","[{'text': 'endoflifechoiceACT', 'indices': [7, 26]}]",0,0,"[{'url': 'https://t.co/TAZmc48NtU', 'expanded_url': 'https://twitter.com/i/web/status/1308236550421925889', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]"
436,b'mulednyanesh',2020-09-22 02:36:50,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
437,b'wartalaap',2020-09-22 02:20:01,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
438,b'Agampre51027283',2020-09-22 02:06:01,"b'RT @KaurVeera120596: #Pannun do you know the meaning of No? The word ""No"" is usually used to give a negative response. #RealSikhs say a big\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'RealSikhs', 'indices': [119, 129]}]",16,0,[]
439,b'SudhirPuthran',2020-09-22 01:36:13,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
440,b'SukhjeetUS',2020-09-21 23:59:26,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
441,b'nylalsingh',2020-09-21 23:56:40,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
442,b'lovemyindia09',2020-09-21 22:20:58,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
443,b'wherethoudiest',2020-09-21 22:01:58,b'RT @GildinaT: chapeaux is the new allafacciadelc****\n\n#EXITPOLL #Referendum2020 https://t.co/VXLpl5GAOw',"[{'text': 'EXITPOLL', 'indices': [54, 63]}, {'text': 'Referendum2020', 'indices': [64, 79]}]",3,0,[]
444,b'YourGirlAshaa',2020-09-21 21:16:03,"b""@YourGirlAshaa's account has been withheld in India in response to a legal demand. Learn more.""",[],0,0,"[{'url': 'https://support.twitter.com/articles/20169222', 'expanded_url': 'https://support.twitter.com/articles/20169222', 'display_url': 'Learn more', 'indices': [83, 93]}]"
445,b'sharmayogesh27',2020-09-21 21:13:04,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
446,b'piccolo_bruna',2020-09-21 21:11:15,b'Mood #Referendum2020 https://t.co/EKAZPI9QCt',"[{'text': 'Referendum2020', 'indices': [5, 20]}]",0,0,[]
447,b'l_brigo',2020-09-21 21:10:51,b'I need a drink.\n#elezioniregionali2020 #referendum2020',"[{'text': 'elezioniregionali2020', 'indices': [16, 38]}, {'text': 'referendum2020', 'indices': [39, 54]}]",0,3,[]
448,b'Dumbheades',2020-09-21 20:41:53,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
449,b'callrocky81',2020-09-21 20:35:00,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
450,b'Sriniva97913531',2020-09-21 19:58:05,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
451,b've10ve',2020-09-21 19:49:50,b'RT @antojodarc: Imagine all the people..... #ElezioniRegionali #Toscana2020 #Referendum2020 #ElezioniRegionali2020 https://t.co/YzGVLKtdnu',"[{'text': 'ElezioniRegionali', 'indices': [44, 62]}, {'text': 'Toscana2020', 'indices': [63, 75]}, {'text': 'Referendum2020', 'indices': [76, 91]}, {'text': 'ElezioniRegionali2020', 'indices': [92, 114]}]",1,0,[]
452,b'Boycott90167416',2020-09-21 19:47:57,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
453,b'GathwalaMALIK',2020-09-21 19:28:34,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
454,b'Ro_by_4',2020-09-21 19:27:50,"b'YES... , we can \xf0\x9f\x98\x80 #referendum2020'","[{'text': 'referendum2020', 'indices': [18, 33]}]",0,0,[]
455,b'Manjind06428833',2020-09-21 19:22:15,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
456,b'SaneSpeak',2020-09-21 19:22:02,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
457,b'HIMANSHUJ656',2020-09-21 19:19:56,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
458,b'PresentGen',2020-09-21 19:15:58,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
459,b'AnkitPrashar13',2020-09-21 19:13:16,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
460,b'ramkumariramsu1',2020-09-21 19:10:23,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
461,b'Jaspal13649680',2020-09-21 19:09:33,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
462,b'Amarjot42854873',2020-09-21 19:08:14,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
463,b'Abhishe14597823',2020-09-21 19:03:01,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
464,b'Amylastilosa',2020-09-21 18:47:38,b'Referendum during the pandemic #referendum2020 #bellaitalia #democracy #sanitation #italy #letschangethegame @ Berg\xe2\x80\xa6 https://t.co/kiZKBUwYpm',"[{'text': 'referendum2020', 'indices': [31, 46]}, {'text': 'bellaitalia', 'indices': [47, 59]}, {'text': 'democracy', 'indices': [60, 70]}, {'text': 'sanitation', 'indices': [71, 82]}, {'text': 'italy', 'indices': [83, 89]}, {'text': 'letschangethegame', 'indices': [90, 108]}]",0,0,"[{'url': 'https://t.co/kiZKBUwYpm', 'expanded_url': 'https://twitter.com/i/web/status/1308115687353626624', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
465,b'gadjeeb',2020-09-21 18:46:44,"b""@gadjeeb's account has been withheld in India in response to a legal demand. Learn more.""",[],0,0,"[{'url': 'https://support.twitter.com/articles/20169222', 'expanded_url': 'https://support.twitter.com/articles/20169222', 'display_url': 'Learn more', 'indices': [77, 87]}]"
466,b'bhp9',2020-09-21 18:46:24,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
467,b'TheSanghiJoker',2020-09-21 18:46:11,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
468,b'Diptang01274703',2020-09-21 18:45:46,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
469,b'gadjeeb',2020-09-21 18:45:41,"b""@gadjeeb's account has been withheld in India in response to a legal demand. Learn more.""",[],0,0,"[{'url': 'https://support.twitter.com/articles/20169222', 'expanded_url': 'https://support.twitter.com/articles/20169222', 'display_url': 'Learn more', 'indices': [77, 87]}]"
470,b'RamaTelani',2020-09-21 18:43:35,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
471,b'SmjSri',2020-09-21 18:42:12,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",42,0,[]
472,b'RussoMu',2020-09-21 18:37:03,"b""RT @u_iat: Let's toast to the YES on the \xf0\x9f\x87\xae\xf0\x9f\x87\xb9 #referendum2020! Thanks once again to #Movimento5Stelle from #Dublin with stima! https://t.co/b\xe2\x80\xa6""","[{'text': 'referendum2020', 'indices': [44, 59]}, {'text': 'Movimento5Stelle', 'indices': [82, 99]}, {'text': 'Dublin', 'indices': [105, 112]}]",1,0,[]
473,b'ChiragdeepDahi1',2020-09-21 18:37:03,b'#Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a\xe2\x80\xa6 https://t.co/zigQsdJv5m',"[{'text': 'Pannun', 'indices': [0, 7]}, {'text': 'Khalistan', 'indices': [52, 62]}, {'text': 'referendum2020', 'indices': [63, 78]}]",42,127,"[{'url': 'https://t.co/zigQsdJv5m', 'expanded_url': 'https://twitter.com/i/web/status/1308113025455607808', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]"
474,b'msamariahmwema',2020-09-21 18:33:40,b'@kipmurkomen The order has no timeline..Neither does it prescribe any repercussions for disobedience..#BBI\xe2\x80\xa6 https://t.co/oFnnd08xyS',"[{'text': 'BBI', 'indices': [102, 106]}]",0,0,"[{'url': 'https://t.co/oFnnd08xyS', 'expanded_url': 'https://twitter.com/i/web/status/1308112173441449991', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [108, 131]}]"
475,b'antojodarc',2020-09-21 18:23:39,b'Imagine all the people..... #ElezioniRegionali #Toscana2020 #Referendum2020 #ElezioniRegionali2020 https://t.co/YzGVLKtdnu',"[{'text': 'ElezioniRegionali', 'indices': [28, 46]}, {'text': 'Toscana2020', 'indices': [47, 59]}, {'text': 'Referendum2020', 'indices': [60, 75]}, {'text': 'ElezioniRegionali2020', 'indices': [76, 98]}]",1,2,[]
476,b'Nuri_singh1',2020-09-21 18:10:17,b'Great #TerryFox BUT\nPathetic @CBCTerry concludes No Support For #Khalistan #Referendum2020 By #SFJ \nAfter Being Fai\xe2\x80\xa6 https://t.co/In6Z8TMCuN',"[{'text': 'TerryFox', 'indices': [6, 15]}, {'text': 'Khalistan', 'indices': [64, 74]}, {'text': 'Referendum2020', 'indices': [75, 90]}, {'text': 'SFJ', 'indices': [94, 98]}]",0,0,"[{'url': 'https://t.co/In6Z8TMCuN', 'expanded_url': 'https://twitter.com/i/web/status/1308106289537581058', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
477,b'SonyVer88687411',2020-09-21 18:06:03,b'RT @KaranpreetDhil3: The Khalistani terror group Sikhs For Justice (#SFJ) has adopted the new tactic as its online #Referendum2020 voter ca\xe2\x80\xa6',"[{'text': 'SFJ', 'indices': [68, 72]}, {'text': 'Referendum2020', 'indices': [115, 130]}]",9,0,[]
