,Unnamed: 0,user_id,created_at,tweet,hashtags,retweet_count,favourite_count,,user_location,,predicted_location
1226,741,b'Kuldeep_singh26',10/1/2020 11:17,b'RT @kaurmahi829: Sikhs For Justice has been deluding the #SikhCommunity for the sake of #Khalistan with the help of #Pakistan. It offered m\xe2\x80\xa6',"[{'text': 'SikhCommunity', 'indices': [57, 71]}, {'text': 'Khalistan', 'indices': [88, 98]}, {'text': 'Pakistan', 'indices': [116, 125]}]",6,0,,Hindustan,,Not Classified
1228,743,b'AhamadMuneer4',10/1/2020 11:12,b'RT @kaurmahi829: Sikhs For Justice has been deluding the #SikhCommunity for the sake of #Khalistan with the help of #Pakistan. It offered m\xe2\x80\xa6',"[{'text': 'SikhCommunity', 'indices': [57, 71]}, {'text': 'Khalistan', 'indices': [88, 98]}, {'text': 'Pakistan', 'indices': [116, 125]}]",6,0,,Mumbai,,India
1231,746,b'Khan41800879',10/1/2020 10:47,b'RT @sudhikshakaur: #SFJ To Pay Rs. 7500/ To #Referendum2020 Ambassador\xe2\x80\x99s For #Khalistan Voter Registration Door-To-Door Drive In #Punjab\n21\xe2\x80\xa6',"[{'text': 'SFJ', 'indices': [19, 23]}, {'text': 'Referendum2020', 'indices': [44, 59]}, {'text': 'Khalistan', 'indices': [77, 87]}, {'text': 'Punjab', 'indices': [129, 136]}]",1,0,,Pakistan,,Pakistan
1232,747,b'UlamaeLudhiana',10/1/2020 10:46,b'@Deepakjain2030 @khanumarfa @Pakistan Why not divide #India again and get independence for #IndianMuslims and\xe2\x80\xa6 https://t.co/lQCdPfexcw',"[{'text': 'India', 'indices': [53, 59]}, {'text': 'IndianMuslims', 'indices': [91, 105]}]",0,1,,Formally Ludhiana - India,,Not Classified
1233,748,b'UlamaeLudhiana',10/1/2020 10:45,b'@khanumarfa Why not divide #India again and get independence for #IndianMuslims and #Sikhs \n\n#Khalistan   #Muslimstan',"[{'text': 'India', 'indices': [27, 33]}, {'text': 'IndianMuslims', 'indices': [65, 79]}, {'text': 'Sikhs', 'indices': [84, 90]}, {'text': 'Khalistan', 'indices': [93, 103]}, {'text': 'Muslimstan', 'indices': [106, 117]}]",0,0,,Formally Ludhiana - India,,Not Classified
1237,752,b'Rahulamitynoida',10/1/2020 10:15,b'RT @NirmalDeol3: Sikh community is the pride of India. They are the most trustworthy community and I can give my locker keys and be safe to\xe2\x80\xa6',[],19,0,,"Noida, India",,India
1243,758,b'PrabhatBose15',10/1/2020 8:58,"b'RT @Gurpree91384693: Hey #Pannun listen\xe2\x80\xa6 No one is listening to your inflammatory speeches. So just cut it out, right now! #Indian #SikhFar\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [25, 32]}, {'text': 'Indian', 'indices': [123, 130]}]",14,0,,"Chandigarh, India",,India
1247,762,b'arijitsinghfan_',10/1/2020 8:18,"b'RT @TanvirSandhu16: Punjab is being witnessing relatively peaceful and prosperous times, emerging as one of the wealthiest states in India,\xe2\x80\xa6'",[],13,0,,"Asansol, West Bengal, India",,Not Classified
1248,763,b'DrKhimjiV',10/1/2020 8:14,"b'RT @Jasmeet09660105: #Sikhs, wake up and see the reality of #Pakistan where it is promoting #Khalistan on one side whereas on the other sid\xe2\x80\xa6'","[{'text': 'Sikhs', 'indices': [21, 27]}, {'text': 'Pakistan', 'indices': [60, 69]}, {'text': 'Khalistan', 'indices': [92, 102]}]",61,0,,"Sydney, New South Wales",,Not Classified
1249,764,b'ProfessorHarjit',10/1/2020 8:11,b'RT @Manjind06428833: #Pakistan can play any game to weaken and destabilize India. Pakistan is showing sympathy for Khalistan movement as it\xe2\x80\xa6',"[{'text': 'Pakistan', 'indices': [21, 30]}]",36,0,,India,,India
1250,765,b'ProfessorHarjit',10/1/2020 8:10,"b'RT @Jasmeet09660105: #Sikhs, wake up and see the reality of #Pakistan where it is promoting #Khalistan on one side whereas on the other sid\xe2\x80\xa6'","[{'text': 'Sikhs', 'indices': [21, 27]}, {'text': 'Pakistan', 'indices': [60, 69]}, {'text': 'Khalistan', 'indices': [92, 102]}]",61,0,,India,,India
1251,766,b'ProfessorHarjit',10/1/2020 8:10,"b'RT @Ravneet85005514: The so-called ""pure"" country called Pakistan is killing, murdering, blasting, and commuting inhuman atrocities on thei\xe2\x80\xa6'",[],52,0,,India,,India
1252,767,b'ProfessorHarjit',10/1/2020 8:06,"b'RT @KaurVeera120596: Dear #KhalistaniSupporters, there is no #Khalistan but only a Khai (Ditch or Pit). The faster you understand this fact\xe2\x80\xa6'","[{'text': 'KhalistaniSupporters', 'indices': [26, 47]}, {'text': 'Khalistan', 'indices': [61, 71]}]",25,0,,India,,India
1253,768,b'Prabhjyot_Madan',10/1/2020 8:03,"b'RT @TanvirSandhu16: Punjab is being witnessing relatively peaceful and prosperous times, emerging as one of the wealthiest states in India,\xe2\x80\xa6'",[],13,0,,"Kolkata, India",,India
1255,770,b'ProfessorHarjit',10/1/2020 8:00,"b'RT @JimmyKaur3: Really, it seems you #KhalistaniSeparatists are out of ideas. Repeating the same strategy where #Pannun tries to manipulate\xe2\x80\xa6'","[{'text': 'KhalistaniSeparatists', 'indices': [37, 59]}, {'text': 'Pannun', 'indices': [112, 119]}]",13,0,,India,,India
1256,771,b'ProfessorHarjit',10/1/2020 7:55,"b'RT @Balwind97445676: Hey #Pannun, why can\xe2\x80\x99t we try the door to door campaign for #Khalistan in #Pakistan too. The idea could be a success o\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [25, 32]}, {'text': 'Khalistan', 'indices': [81, 91]}, {'text': 'Pakistan', 'indices': [95, 104]}]",4,0,,India,,India
1257,772,b'ProfessorHarjit',10/1/2020 7:53,"b'RT @Harbaks21769227: #Pannun has no shame left. \xf0\x9f\x98\x92 Well, nobody is afraid of you by now whether you print #Khalistan pamphlets or write rubb\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [105, 115]}]",16,0,,India,,India
1258,773,b'ProfessorHarjit',10/1/2020 7:47,b'RT @ChiragdeepDahi1: #Pannun this is the actual status of your so-called #Khalistan #referendum2020 voting and you still want to have a doo\xe2\x80\xa6',"[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [73, 83]}, {'text': 'referendum2020', 'indices': [84, 99]}]",43,0,,India,,India
1259,774,b'ProfessorHarjit',10/1/2020 7:46,"b'RT @Amarjot42854873: Dear #SFJ, #Pannun and other #Khalistan supporters, please answer these questions asked in the video or stop your #Kha\xe2\x80\xa6'","[{'text': 'SFJ', 'indices': [26, 30]}, {'text': 'Pannun', 'indices': [32, 39]}, {'text': 'Khalistan', 'indices': [50, 60]}]",57,0,,India,,India
1261,776,b'ProfessorHarjit',10/1/2020 7:36,"b'RT @ChiragdeepDahi1: #ShameOnKhalistaniSupporters, whoever has done this has no right to stay in our Punjab. They are requested to leave ou\xe2\x80\xa6'","[{'text': 'ShameOnKhalistaniSupporters', 'indices': [21, 49]}]",40,0,,India,,India
1262,777,b'ProfessorHarjit',10/1/2020 7:36,"b""RT @KaurVeera120596: Pannun &amp; minions, don't try so hard because you won't get it, neither the votes nor that so-called #Khalistan. Your bo\xe2\x80\xa6""","[{'text': 'Khalistan', 'indices': [124, 134]}]",31,0,,India,,India
1263,778,b'ProfessorHarjit',10/1/2020 7:34,"b""RT @kaurmahi829: #Pannun is not listening to #RealSikhs. He is in his own (imaginary) world and doesn't care about the #SikhCommunity. He i\xe2\x80\xa6""","[{'text': 'Pannun', 'indices': [17, 24]}, {'text': 'RealSikhs', 'indices': [45, 55]}, {'text': 'SikhCommunity', 'indices': [119, 133]}]",37,0,,India,,India
1264,779,b'vani63091207',10/1/2020 7:33,"b""RT @SikkaSimarpreet: Sikh's are Pride of India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\nWe Indian Sikhs don't want any Khalistan ..\n#NahiChahiyeKhalistan #NeverForgetKhalista\xe2\x80\xa6""","[{'text': 'NahiChahiyeKhalistan', 'indices': [97, 118]}]",19,0,,"Maharashtra, India",,India
1265,780,b'ProfessorHarjit',10/1/2020 7:29,b'RT @Manjind06428833: Pakistan\xe2\x80\x99s plan to incite Indian Sikhs to fight against India for their separate homeland \xe2\x80\x98Khalistan\xe2\x80\x99 will ultimately\xe2\x80\xa6',[],22,0,,India,,India
1266,781,b'ProfessorHarjit',10/1/2020 7:28,"b'RT @Sanpree62321337: In November 2018, a terror attack at the premises of the Sant Nirankari Mission in the Indian state of Punjab has once\xe2\x80\xa6'",[],23,0,,India,,India
1267,782,b'ProfessorHarjit',10/1/2020 7:28,"b'RT @Balwind97445676: Dear #Pannun bhai, after listening recent debates, I also feel that how can we have our #Khalistan which does not have\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [26, 33]}, {'text': 'Khalistan', 'indices': [109, 119]}]",3,0,,India,,India
1269,784,b'ProfessorHarjit',10/1/2020 7:23,"b'RT @KaurVeera120596: #Pannun do you know the meaning of No? The word ""No"" is usually used to give a negative response. #RealSikhs say a big\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'RealSikhs', 'indices': [119, 129]}]",17,0,,India,,India
1270,785,b'SandySaucer',10/1/2020 7:22,"b'RT @Gurpree91384693: Hey #Pannun listen\xe2\x80\xa6 No one is listening to your inflammatory speeches. So just cut it out, right now! #Indian #SikhFar\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [25, 32]}, {'text': 'Indian', 'indices': [123, 130]}]",14,0,,"Bengaluru, India",,India
1272,787,b'ProfessorHarjit',10/1/2020 7:18,"b'RT @Harbaks21769227: #Pannun, your so called #Khalistan/#Khalistani Naare will not affect people anymore as you &amp; your #SFJ is exposed. Now\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [45, 55]}, {'text': 'Khalistani', 'indices': [56, 67]}, {'text': 'SFJ', 'indices': [123, 127]}]",11,0,,India,,India
1273,788,b'ProfessorHarjit',10/1/2020 7:17,"b'RT @JimmyKaur3: This is the REALITY OF #KHALISTAN \xf0\x9f\x98\x82, where not even a single person is in favour of #Khalistan, as our #SikhCommunity is se\xe2\x80\xa6'","[{'text': 'KHALISTAN', 'indices': [39, 49]}, {'text': 'Khalistan', 'indices': [100, 110]}, {'text': 'SikhCommunity', 'indices': [119, 133]}]",14,0,,India,,India
1275,790,b'ProfessorHarjit',10/1/2020 7:16,"b'RT @Gurpree91384693: As the picture shows, #Pannun and his #Pakistani sponsors can make their #Khalistan #Referendum only on #Twitter. In r\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [43, 50]}, {'text': 'Pakistani', 'indices': [59, 69]}, {'text': 'Khalistan', 'indices': [94, 104]}, {'text': 'Referendum', 'indices': [105, 116]}, {'text': 'Twitter', 'indices': [125, 133]}]",23,0,,India,,India
1276,791,b'ProfessorHarjit',10/1/2020 7:13,"b'RT @smeet7221: As I understand, Khalistanis have been using certain religious teachings that have been misquoted and misinterpreted to spre\xe2\x80\xa6'",[],11,0,,India,,India
1278,793,b'ProfessorHarjit',10/1/2020 7:06,"b'RT @Lovepre16582229: Recently Nankana palace in Pakistan was vandalized and demolished, not even a single Khalistani criticized #Pakistan.\xe2\x80\xa6'","[{'text': 'Pakistan', 'indices': [128, 137]}]",14,0,,India,,India
1279,794,b'ProfessorHarjit',10/1/2020 7:06,"b'RT @Jaspree05577070: There have been certain very extremist thoughts that caused our Sikh brothers to get polarized towards Pakistan, and f\xe2\x80\xa6'",[],12,0,,India,,India
1280,795,b'bagadh_billa',10/1/2020 7:05,"b'RT @Gurpree91384693: Hey #Pannun listen\xe2\x80\xa6 No one is listening to your inflammatory speeches. So just cut it out, right now! #Indian #SikhFar\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [25, 32]}, {'text': 'Indian', 'indices': [123, 130]}]",14,0,,Laboratory,,Not Classified
1281,796,b'Prathamesh524',10/1/2020 7:05,"b'RT @Gurpree91384693: Hey #Pannun listen\xe2\x80\xa6 No one is listening to your inflammatory speeches. So just cut it out, right now! #Indian #SikhFar\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [25, 32]}, {'text': 'Indian', 'indices': [123, 130]}]",14,0,,Navi mumbai,,Not Classified
1282,797,b'ProfessorHarjit',10/1/2020 7:03,"b'RT @JeevanjotDhill1: If one wants #Khalistan then entire India is Khalistan from Hemkund in the north to Rameshwaram in the South, Barcha S\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [34, 44]}]",39,0,,India,,India
1283,798,b'Shilpa0226',10/1/2020 7:02,"b'RT @Gurpree91384693: Hey #Pannun listen\xe2\x80\xa6 No one is listening to your inflammatory speeches. So just cut it out, right now! #Indian #SikhFar\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [25, 32]}, {'text': 'Indian', 'indices': [123, 130]}]",14,0,,India,,India
1284,799,b'ProfessorHarjit',10/1/2020 7:02,"b'RT @Gurpree91384693: #Pannun, this is our #Punjab not your #Canada. We, the #IndianSikhs will never support your family business - #Khalist\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Punjab', 'indices': [42, 49]}, {'text': 'Canada', 'indices': [59, 66]}, {'text': 'IndianSikhs', 'indices': [76, 88]}]",19,0,,India,,India
1287,802,b'sarpalamit',10/1/2020 6:32,"b'RT @KSanshu: Pakistanis are not doing any favour for the Sikhs or Sikhism by supporting #Khalistan. In fact, most of the #Gurudwaras in Pak\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [88, 98]}, {'text': 'Gurudwaras', 'indices': [121, 132]}]",19,0,,sanatan,,Not Classified
1291,806,b'SandeepKahlon14',10/1/2020 6:01,"b'RT @JimmyKaur3: #KhalistaniSupporters, just watch your back all the time and beware of #Pannun. If you think that he cares about you then y\xe2\x80\xa6'","[{'text': 'KhalistaniSupporters', 'indices': [16, 37]}, {'text': 'Pannun', 'indices': [87, 94]}]",8,0,,India,,India
1294,809,b'RBhanishali',10/1/2020 5:07,"b'RT @jeetzkaur001: #SFJ has the feelings about the farmer, they are supporting the farmers of Haryana because they consider Haryana part of\xe2\x80\xa6'","[{'text': 'SFJ', 'indices': [18, 22]}]",1,0,,bhuj Gujarat ,,Not Classified
1299,814,b'dsjadoun07',10/1/2020 4:50,"b'RT @KSanshu: Pakistanis are not doing any favour for the Sikhs or Sikhism by supporting #Khalistan. In fact, most of the #Gurudwaras in Pak\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [88, 98]}, {'text': 'Gurudwaras', 'indices': [121, 132]}]",19,0,,"Baltimore, MD",,Not Classified
1304,819,b'FakeAvatar67',10/1/2020 4:35,b'RT @NirmalDeol3: Sikh community is the pride of India. They are the most trustworthy community and I can give my locker keys and be safe to\xe2\x80\xa6',[],19,0,,India,,India
1306,821,b'Aditya79654415',10/1/2020 4:01,"b'RT @KSanshu: Pakistanis are not doing any favour for the Sikhs or Sikhism by supporting #Khalistan. In fact, most of the #Gurudwaras in Pak\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [88, 98]}, {'text': 'Gurudwaras', 'indices': [121, 132]}]",19,0,,"Gupta Empire,India",,India
1309,824,b'PARTHAC84',10/1/2020 3:17,"b'RT @KSanshu: Pakistanis are not doing any favour for the Sikhs or Sikhism by supporting #Khalistan. In fact, most of the #Gurudwaras in Pak\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [88, 98]}, {'text': 'Gurudwaras', 'indices': [121, 132]}]",19,0,,"बारासात, भारत 🇮🇳",,Not Classified
1310,825,b'tushar_jaihind',10/1/2020 2:52,"b""RT @ChiragdeepDahi1: This is how #Khalistani's so-called #Referendum2020 is going on. #Sikhs in abroad don\xe2\x80\x99t want #Khalistan and they don\xe2\x80\x99t\xe2\x80\xa6""","[{'text': 'Khalistani', 'indices': [33, 44]}, {'text': 'Referendum2020', 'indices': [57, 72]}, {'text': 'Sikhs', 'indices': [86, 92]}, {'text': 'Khalistan', 'indices': [114, 124]}]",26,0,,"रामगुडीपारा,रायगढ़,छ.गढ़,भारत",,Not Classified
1311,826,b'i_for_indus',10/1/2020 2:44,b'RT @NirmalDeol3: Sikh community is the pride of India. They are the most trustworthy community and I can give my locker keys and be safe to\xe2\x80\xa6',[],19,0,,"London, England",,US / UK / Canada
1313,828,b'IshwarS90233688',10/1/2020 1:09,"b""RT @ChiragdeepDahi1: This is how #Khalistani's so-called #Referendum2020 is going on. #Sikhs in abroad don\xe2\x80\x99t want #Khalistan and they don\xe2\x80\x99t\xe2\x80\xa6""","[{'text': 'Khalistani', 'indices': [33, 44]}, {'text': 'Referendum2020', 'indices': [57, 72]}, {'text': 'Sikhs', 'indices': [86, 92]}, {'text': 'Khalistan', 'indices': [114, 124]}]",26,0,,"Uttaranchal, India",,India
1316,831,b'lovemyindia09',10/1/2020 0:04,b'RT @NirmalDeol3: Sikh community is the pride of India. They are the most trustworthy community and I can give my locker keys and be safe to\xe2\x80\xa6',[],19,0,,not important,,Not Classified
1317,832,b'lovemyindia09',10/1/2020 0:02,"b'RT @KSanshu: Pakistanis are not doing any favour for the Sikhs or Sikhism by supporting #Khalistan. In fact, most of the #Gurudwaras in Pak\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [88, 98]}, {'text': 'Gurudwaras', 'indices': [121, 132]}]",19,0,,not important,,Not Classified
1318,833,b'Jaspal13649680',9/30/2020 23:16,b'RT @ChiragdeepDahi1: to manipulate innocent Sikh youth of #India to get support for their #TerrorIdea of #Khalistan. #NahiChahiyeKhalistan\xe2\x80\xa6',"[{'text': 'India', 'indices': [58, 64]}, {'text': 'TerrorIdea', 'indices': [90, 101]}, {'text': 'Khalistan', 'indices': [105, 115]}, {'text': 'NahiChahiyeKhalistan', 'indices': [117, 138]}]",7,0,,"Mumbai, India",,India
1319,834,b'Jaspal13649680',9/30/2020 23:16,"b""RT @ChiragdeepDahi1: This is how #Khalistani's so-called #Referendum2020 is going on. #Sikhs in abroad don\xe2\x80\x99t want #Khalistan and they don\xe2\x80\x99t\xe2\x80\xa6""","[{'text': 'Khalistani', 'indices': [33, 44]}, {'text': 'Referendum2020', 'indices': [57, 72]}, {'text': 'Sikhs', 'indices': [86, 92]}, {'text': 'Khalistan', 'indices': [114, 124]}]",26,0,,"Mumbai, India",,India
1322,837,b'NetizenParo',9/30/2020 21:50,"b""RT @ChiragdeepDahi1: This is how #Khalistani's so-called #Referendum2020 is going on. #Sikhs in abroad don\xe2\x80\x99t want #Khalistan and they don\xe2\x80\x99t\xe2\x80\xa6""","[{'text': 'Khalistani', 'indices': [33, 44]}, {'text': 'Referendum2020', 'indices': [57, 72]}, {'text': 'Sikhs', 'indices': [86, 92]}, {'text': 'Khalistan', 'indices': [114, 124]}]",26,0,,"Texas, USA",,US / UK / Canada
1323,838,b'manishpal_',9/30/2020 21:12,b'RT @barandbench: Delhi High Court begins hearing plea seeking criminal action against Twitter for being involved in the conspiracy to promo\xe2\x80\xa6',[],19,0,,Hindustan ,,Not Classified
1325,840,b'ravi4602',9/30/2020 19:51,"b""RT @ChiragdeepDahi1: This is how #Khalistani's so-called #Referendum2020 is going on. #Sikhs in abroad don\xe2\x80\x99t want #Khalistan and they don\xe2\x80\x99t\xe2\x80\xa6""","[{'text': 'Khalistani', 'indices': [33, 44]}, {'text': 'Referendum2020', 'indices': [57, 72]}, {'text': 'Sikhs', 'indices': [86, 92]}, {'text': 'Khalistan', 'indices': [114, 124]}]",26,0,,"New Delhi, India",,India
1327,842,b'anshi_v20',9/30/2020 19:43,"b""RT @ChiragdeepDahi1: This is how #Khalistani's so-called #Referendum2020 is going on. #Sikhs in abroad don\xe2\x80\x99t want #Khalistan and they don\xe2\x80\x99t\xe2\x80\xa6""","[{'text': 'Khalistani', 'indices': [33, 44]}, {'text': 'Referendum2020', 'indices': [57, 72]}, {'text': 'Sikhs', 'indices': [86, 92]}, {'text': 'Khalistan', 'indices': [114, 124]}]",26,0,,"Uttar Pradesh, India",,India
1328,843,b'epicfighter007',9/30/2020 19:21,"b""RT @ChiragdeepDahi1: This is how #Khalistani's so-called #Referendum2020 is going on. #Sikhs in abroad don\xe2\x80\x99t want #Khalistan and they don\xe2\x80\x99t\xe2\x80\xa6""","[{'text': 'Khalistani', 'indices': [33, 44]}, {'text': 'Referendum2020', 'indices': [57, 72]}, {'text': 'Sikhs', 'indices': [86, 92]}, {'text': 'Khalistan', 'indices': [114, 124]}]",26,0,,India,,India
1329,844,b'shoonaya',9/30/2020 19:18,"b'RT @KSanshu: Pakistanis are not doing any favour for the Sikhs or Sikhism by supporting #Khalistan. In fact, most of the #Gurudwaras in Pak\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [88, 98]}, {'text': 'Gurudwaras', 'indices': [121, 132]}]",19,0,,New Delhi,,Not Classified
1330,845,b'NdSolanki',9/30/2020 19:17,"b""RT @ChiragdeepDahi1: This is how #Khalistani's so-called #Referendum2020 is going on. #Sikhs in abroad don\xe2\x80\x99t want #Khalistan and they don\xe2\x80\x99t\xe2\x80\xa6""","[{'text': 'Khalistani', 'indices': [33, 44]}, {'text': 'Referendum2020', 'indices': [57, 72]}, {'text': 'Sikhs', 'indices': [86, 92]}, {'text': 'Khalistan', 'indices': [114, 124]}]",26,0,,Bangalore,,Not Classified
1332,847,b'dynamicsach',9/30/2020 19:13,"b""RT @ChiragdeepDahi1: This is how #Khalistani's so-called #Referendum2020 is going on. #Sikhs in abroad don\xe2\x80\x99t want #Khalistan and they don\xe2\x80\x99t\xe2\x80\xa6""","[{'text': 'Khalistani', 'indices': [33, 44]}, {'text': 'Referendum2020', 'indices': [57, 72]}, {'text': 'Sikhs', 'indices': [86, 92]}, {'text': 'Khalistan', 'indices': [114, 124]}]",26,0,,"London, England",,US / UK / Canada
1334,849,b'_kshitij_sharma',9/30/2020 19:07,b'RT @ChiragdeepDahi1: to manipulate innocent Sikh youth of #India to get support for their #TerrorIdea of #Khalistan. #NahiChahiyeKhalistan\xe2\x80\xa6',"[{'text': 'India', 'indices': [58, 64]}, {'text': 'TerrorIdea', 'indices': [90, 101]}, {'text': 'Khalistan', 'indices': [105, 115]}, {'text': 'NahiChahiyeKhalistan', 'indices': [117, 138]}]",7,0,,USA,,US / UK / Canada
1335,850,b'dipali_mishra18',9/30/2020 19:01,"b""RT @ChiragdeepDahi1: This is how #Khalistani's so-called #Referendum2020 is going on. #Sikhs in abroad don\xe2\x80\x99t want #Khalistan and they don\xe2\x80\x99t\xe2\x80\xa6""","[{'text': 'Khalistani', 'indices': [33, 44]}, {'text': 'Referendum2020', 'indices': [57, 72]}, {'text': 'Sikhs', 'indices': [86, 92]}, {'text': 'Khalistan', 'indices': [114, 124]}]",26,0,,New Zealand ,,Not Classified
1342,857,b'frigga_asgard2',9/30/2020 18:52,"b""RT @ChiragdeepDahi1: This is how #Khalistani's so-called #Referendum2020 is going on. #Sikhs in abroad don\xe2\x80\x99t want #Khalistan and they don\xe2\x80\x99t\xe2\x80\xa6""","[{'text': 'Khalistani', 'indices': [33, 44]}, {'text': 'Referendum2020', 'indices': [57, 72]}, {'text': 'Sikhs', 'indices': [86, 92]}, {'text': 'Khalistan', 'indices': [114, 124]}]",26,0,,"Mumbai, India",,India
1348,863,b'iDevR9',9/30/2020 18:20,b'RT @NirmalDeol3: Sikh community is the pride of India. They are the most trustworthy community and I can give my locker keys and be safe to\xe2\x80\xa6',[],19,0,,"Hyderabad, India",,India
1351,866,b'Prabhjyot_Madan',9/30/2020 17:15,b'RT @NirmalDeol3: Sikh community is the pride of India. They are the most trustworthy community and I can give my locker keys and be safe to\xe2\x80\xa6',[],19,0,,"Kolkata, India",,India
1354,869,b'VB_Subrahmanyam',9/30/2020 17:04,b'RT @NirmalDeol3: Sikh community is the pride of India. They are the most trustworthy community and I can give my locker keys and be safe to\xe2\x80\xa6',[],19,0,,India,,India
1357,872,b'Jammu4India',9/30/2020 16:25,"b'RT @PawanDurani: I loved the way Pakistan sponsored  #Khalistan lovers were beaten blue &amp; black by my #Haryana brothers in Harris Park , Sy\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [53, 63]}, {'text': 'Haryana', 'indices': [106, 114]}]",25,0,,"Jammu, Jammu And Kashmir",,Not Classified
1371,886,b'MaqboolButt5',9/30/2020 12:49,"b""Kashmir | #UK MP Bob Blackman urges not to recognise '#Conservative friends of #Kashmir' | in a statement he said t\xe2\x80\xa6 https://t.co/IFAKf293zt""","[{'text': 'UK', 'indices': [10, 13]}, {'text': 'Conservative', 'indices': [54, 67]}, {'text': 'Kashmir', 'indices': [79, 87]}]",1,1,,London | United Kingdom ,,Not Classified
1372,887,b'VirendarSingh_P',9/30/2020 12:24,"b'I think without making much comments and retweets about #Khalistan do something which can save our #Sikh #Brothers,\xe2\x80\xa6 https://t.co/8d0ExlIIOl'","[{'text': 'Khalistan', 'indices': [56, 66]}, {'text': 'Sikh', 'indices': [99, 104]}, {'text': 'Brothers', 'indices': [105, 114]}]",0,1,,India,,India
1377,892,b'IshwarS90233688',9/30/2020 11:44,"b'RT @Harpree03199052: The #Khalistan movement came to an end because it was illogical. Logically, there is no reason to create Khalistan for\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [25, 35]}]",52,0,,"Uttaranchal, India",,India
1382,897,b'ManishPangotra5',9/30/2020 10:46,b'RT @Jaspree05577070: A PIL has been filed in the Delhi High Court seeking action against social media giant @Twitter for promoting the #Kha\xe2\x80\xa6',[],19,0,,Jammu And Kashmir UT,,Not Classified
1383,898,b'agaysamundarhai',9/30/2020 10:39,b'@hannan021 @maxibaba #urduspeaking mainly who chose the #wrongsideofhistory &amp; made organizations like #alshams &amp;\xe2\x80\xa6 https://t.co/kmho2GrIdV',"[{'text': 'urduspeaking', 'indices': [21, 34]}, {'text': 'wrongsideofhistory', 'indices': [56, 75]}, {'text': 'alshams', 'indices': [106, 114]}]",0,0,,"NA244, Karachi, Pakistan",,Not Classified
1387,902,b'anis_farooqui',9/30/2020 9:42,b'RT @barandbench: Delhi High Court begins hearing plea seeking criminal action against Twitter for being involved in the conspiracy to promo\xe2\x80\xa6',[],19,0,,"Ontario, Canada",,US / UK / Canada
1388,903,b'Pakistan_Vista',9/30/2020 9:40,b'#China said it does not recognize the so-called union territory of #Ladakh illegally established by #India last yea\xe2\x80\xa6 https://t.co/WVxo6GM8gf',"[{'text': 'China', 'indices': [0, 6]}, {'text': 'Ladakh', 'indices': [67, 74]}, {'text': 'India', 'indices': [100, 106]}]",0,1,,#FreeKashmir,,Not Classified
1390,905,b'yespunjab',9/30/2020 9:20,"b""'Promotion of #Khalistan': #HighCourt junks #PIL for action against #Twitter\n\nhttps://t.co/qlPKlWPH3t""","[{'text': 'Khalistan', 'indices': [14, 24]}, {'text': 'HighCourt', 'indices': [27, 37]}, {'text': 'PIL', 'indices': [44, 48]}, {'text': 'Twitter', 'indices': [68, 76]}]",0,0,,Punjab,,India
1391,906,b'dt_next',9/30/2020 9:17,b'The Delhi High Court Wednesday declined to entertain a PIL seeking action against #socialmedia platform Twitter for\xe2\x80\xa6 https://t.co/Cjh0j1gHn0',"[{'text': 'socialmedia', 'indices': [82, 94]}]",0,0,,"Chennai, India",,India
1392,907,b'RakeshA12572734',9/30/2020 9:16,"b'RT @JimmyKaur3: #KhalistaniSupporters, just watch your back all the time and beware of #Pannun. If you think that he cares about you then y\xe2\x80\xa6'","[{'text': 'KhalistaniSupporters', 'indices': [16, 37]}, {'text': 'Pannun', 'indices': [87, 94]}]",8,0,,भारत,,Not Classified
