,tweet,hashtags,label
1334,,[],1
1335,raise slogan revolution address large mostly male gather farmer sfj khalistan,"['SFJ', 'Khalistan']",1
1336,b account withhold india response legal demand learn,[],1
1337,pakistan around partition weve never see photograph colour ehsan rehan first photograph gurdwara,"['Pakistan', 'Gurdwara']",1
1338,b pakistan around partition weve never see photograph colour ehsan rehan first photograph,['Pakistan'],1
1339,modi sikh community why please let u know personal grudge,[],1
1340,want justice farmer government torture sikh live india want,[],1
1341,want justice farmer government torture sikh live,[],1
1342,b account withhold india response legal demand learn,[],1
1343,b account withhold india response legal demand learn,[],1
1344,b account withhold india response legal demand learn,[],1
1345,,['Punjab'],1
1346,violate legal right minority act like honest sacrifice leader want khalistan condemn ant,[],1
1347,stop modi grab land punjab farmer join hand stop truck life farmer,"['Modi', 'PunjabFarmers']",1
1348,,"['PunjabFarmers', 'Khalistan', 'SFJ', 'Modi']",1
1349,b account withhold india response legal demand learn,[],1
1350,stop modi entry punjab haryana save life farmer,['Modi'],1
1351,b sfj always support minority live india demand khalistan dont want,"['SFJ', 'khalistan']",1
1352,b sfj always support minority live india demand khalistan dont want live india demand,"['SFJ', 'khalistan']",1
1353,not let modi grab land punjabfarmers sfj khalistan gherao modi bharat bandh,"['modi', 'punjabfarmers', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1354,road highway several state block thousand protestors sfj khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
1355,raise slogan revolution address large mostly male gather farmer sfj khalistan,"['SFJ', 'Khalistan']",1
1356,delhi hilao khalistan banao sfj call gherao modi sept th take part bharat bandh,"['Delhi', 'Khalistan', 'SFJ', 'GheraoModi', 'BharatBandh']",1
1357,indian government not care farmer,"['SFJ', 'Khalistan', 'GheraoModi']",1
1358,khalistan sfj stop modi,"['Khalistan', 'SFJ', 'Modi']",1
1359,,[],1
1360,b account withhold india response legal demand learn,[],1
1361,farmer fear new legislation pave way dismantle minimum support price msp authority,[],1
1362,,[],1
1363,call surround modi delhi,[],1
1364,raise slogan revolution address large mostly male gather farmer sfj khalistan,"['SFJ', 'Khalistan']",1
1365,suicide rate farmer increase alarm every year sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1366,not men also woman teenager also present protest sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1367,indian government not care farmer,"['SFJ', 'Khalistan', 'GheraoModi']",1
1368,due poverty men woman commit suicide sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1369,b account withhold india response legal demand learn,[],1
1370,b account withhold india response legal demand learn,[],1
1371,b account withhold india response legal demand learn,[],1
1372,b account withhold india response legal demand learn,[],1
1373,b account withhold india response legal demand learn,[],1
1374,b account withhold india response legal demand learn,[],1
1375,b account withhold india response legal demand learn,[],1
1376,b account withhold india response legal demand learn,[],1
1377,stop modi grab land punjab farmer solution khalistan go register vote,"['Modi', 'PunjabFarmers', 'Khalistan']",1
1378,sikh deserve best future new generation well child situation cannot l,[],1
1379,farmer block rail road,"['SFJ', 'Khalistan', 'GheraoModi']",1
1380,stop modi grab land punjab farmer solution khalistan go register vote,"['Modi', 'PunjabFarmers', 'Khalistan']",1
1381,b modi please stop unbearable turn farmer eventually landless,"['MODI', 'SFJ']",1
1382,b account withhold india response legal demand learn,[],1
1383,join hand stop modi snatch punjab farmer land want right innocent poor farmer,"['Modi', 'PunjabFarmers']",1
1384,punjab farmer solution khalistan register vote sfj,"['PunjabFarmers', 'Khalistan', 'Register2Vote2020', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1385,no one stop u gherao modi baharat bandh strike punjab farmer khalistan sept sfj,"['GheraoModi', 'BaharatBandh', 'PunjabFarmers', 'khalistan', 'SFJ']",1
1386,modi hitler punjab farmer sikh specially india gherao modi baharat bandh fre,"['PunjabFarmers', 'GheraoModi', 'BaharatBandh']",1
1387,punjab farmer fully ready gherao modi baharat bandh campaign sept delhi khalistan sfj,"['PunjabFarmers', 'GheraoModi', 'BaharatBandh', 'khalistan', 'SFJ']",1
1388,sfj give call stop pm modi gherao modi sept stop grab punjab farmer land,"['SFJ', 'GheraoModi', 'PunjabFarmers']",1
1389,gherao modi call sfj sept th take part bharat bandh punjab farmer sfj khalistan,"['GheraoModi', 'SFJ', 'BharatBandh', 'PunjabFarmers', 'SFJ', 'Khalistan']",1
1390,b account withhold india response legal demand learn,[],1
1391,b account withhold india response legal demand learn,[],1
1392,b account withhold india response legal demand learn,[],1
1393,b account withhold india response legal demand learn,[],1
1394,b account withhold india response legal demand learn,[],1
1395,must watch understand how khalistan movement deep state tactic pakistan create unrest,"['Khalistan', 'Pakistan']",1
1396,farmer block rail road,"['SFJ', 'Khalistan', 'GheraoModi']",1
1397,b let reach delhi sept record protest anti punjab farmer bill federal government,"['Delhi', 'PunjabFarmers']",1
1398,unfortunately modi work anti minority campaign india anti punjab farmer bill clearly show,['PunjabFarmers'],1
1399,call surround modi delhi central government india pass farmer bill which doesn,[],1
1400,say yes sfj call gherao modi baharat bandh campaign sept new delhi bill,"['SFJ', 'GheraoModi', 'BaharatBandh']",1
1401,trucker flock amp block delhi sept khalistan gherao modi bharat bandh,"['Delhi', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1402,raise voice punjab farmer right sept gherao modi baharat bandh campaign khalistan,"['PunjabFarmers', 'GheraoModi', 'BaharatBandh', 'khalistan']",1
1403,b account withhold india response legal demand learn,[],1
1404,stop modi grab land punjab farmer khalistan gherao modi bharat bandh,"['Modi', 'PunjabFarmers', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1405,b indian government doesnt care farmer life farmer become miserable commitied suicide,[],1
1406,protest not men also woman teenager also present sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1407,stop modi grab land punjab farmer sfj give call gherao modi sept,"['Modi', 'PunjabFarmers', 'GheraoModi']",1
1408,b account withhold india response legal demand learn,[],1
1409,b sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'MODI']",1
1410,b account withhold india response legal demand learn,[],1
1411,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'Modi']",1
1412,sfj call gherao modi th sept save farmer punjab haryana poverty misery,"['SFJ', 'GheraoModi']",1
1413,call sfj th sep take part punjab farmer delhi hilao khalistan banao sfj call,"['SFJ', 'Delhi', 'Khalistan', 'SFJ']",1
1414,not men also woman teenager also present protest sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1415,due poverty men woman commit suicide sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1416,b indian government doesnt care farmer life farmer become miserable force suici,[],1
1417,sep sfj give call gherao modi khalistan gherao modi,"['SFJ', 'GheraoModi', 'SFJ', 'Khalistan', 'GheraoModi']",1
1418,annually farmer commit suicide instead facilitate india goverment pas law farmer sfj,['SFJ'],1
1419,farmer block rail road sep,"['SFJ', 'Khalistan']",1
1420,due poverty men woman commit suicide sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1421,sfj give call gherao modi sept khalistan gherao modi bharat bandh,"['GheraoModi', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1422,b account withhold india response legal demand learn,[],1
1423,delhi hilao khalistan banao sfj call gherao modi sept th take part bharat bandh,"['Delhi', 'Khalistan', 'SFJ', 'GheraoModi', 'BharatBandh']",1
1424,punjab haryana epicentre nationwide protest farmer sfj khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
1425,farmer block rail road sep khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1426,save farmer haryana punjab delhi hilao khalistan banao sfj call gherao modi sept th tak,"['Delhi', 'Khalistan', 'SFJ', 'GheraoModi']",1
1427,thee rail road block farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1428,every year almost farmer commit suicites sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1429,stop modi grab land poor punjab farmer sfj give call gherao modi sept,"['Modi', 'PunjabFarmers', 'SFJ', 'GheraoModi']",1
1430,farmer deserve best future new generation well child situation cannot,[],1
1431,b modi please stop unbearable turn farmer eventually landless sfj,"['MODI', 'SFJ', 'Khalistan', 'GheraoModi']",1
1432,farmer block rail road,"['SFJ', 'Khalistan', 'GheraoModi']",1
1433,delhi hilao khalistan banao sfj call gherao modi sept th take part bharat bandh,"['Delhi', 'Khalistan', 'SFJ', 'GheraoModi', 'BharatBandh']",1
1434,join hand stop modi snatch punjab farmer land want right poor farmer sf j,"['Modi', 'PunjabFarmers', 'SfJ']",1
1435,sept delhi trucker flock block khalistan gherao modi bharat bandh,"['Delhi', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1436,,[],1
1437,farmer fear new legislation pave way dismantle minimum support price msp authority,[],1
1438,b account withhold india response legal demand learn,[],1
1439,say yes khalistan sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1440,sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1441,sfj khalistan solution injustice do modi govt want khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
1442,yearly farmer commit suicide indian government not facilitate sfj khalistan,"['SFJ', 'Khalistan']",1
1443,sfj call protest stop modi grab land farmer khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1444,khalistan pakistan project senior canadian journalist reveal discussion,"['KHALISTAN', 'PAKISTAN', 'Canadian']",1
1445,b account withhold india response legal demand learn,[],1
1446,b account withhold india response legal demand learn,[],1
1447,b account withhold india response legal demand learn,[],1
1448,b account withhold india response legal demand learn,[],1
1449,b account withhold india response legal demand learn,[],1
1450,sfj khalistan gherao modi bharat bandh road highway several state block thousand protes,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1451,sfj khalistan gherao modi bharat bandh yearly farmer commit suicide indian government not faci,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1452,b stop modi grab land punjab farmer land mother well never leave mother solution,"['Modi', 'PunjabFarmers']",1
1453,sfj khalistan gherao modi bharat bandh how could indian gov farmer need support st,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1454,sfj khalistan gherao modi bharat bandh stop modi cruelty stand farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'Modi']",1
1455,sfj khalistan gherao modi bharat bandh law pass modi government apply farmer,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1456,sfj khalistan gherao modi bharat bandh sfj give call gherao modi sept,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'GheraoModi']",1
1457,stop modi grab land punjab farmer solution khalistan register vote,"['Modi', 'PunjabFarmers', 'Khalistan', 'Register2Vote2020']",1
1458,stop modi grab land punjab farmer time modi stop lay hand farmer right,"['Modi', 'PunjabFarmers']",1
1459,b account withhold india response legal demand learn,[],1
1460,b account withhold india response legal demand learn,[],1
1461,b account withhold india response legal demand learn,[],1
1462,stop modi grab land punjab farmer khalistan solution register vote,"['Modi', 'PunjabFarmers', 'Khalistan', 'Register2Vote2020']",1
1463,modi stop injustice poor punjab farmer,"['Modi', 'PunjabFarmers', 'Khalistan']",1
1464,punjab farmer block rail road gherao modi baharat bandh campaign sept khalistan ba,"['PunjabFarmers', 'GheraoModi', 'BaharatBandh', 'khalistan']",1
1465,gherao modi baharat bandh campaign sept stop modi grab land punjab farmer,"['GheraoModi', 'BaharatBandh', 'Modi', 'PunjabFarmers']",1
1466,please take part u sfj call gherao modi baharat bandh campaign sept punjab farmer,"['SFJ', 'GheraoModi', 'BaharatBandh', 'PunjabFarmers']",1
1467,no worry how punjab farmer effect call agriculture reform bill pass federal gove,['PunjabFarmers'],1
1468,class dropout akalia village mansa district stand hour morcha hold flag bku,[],1
1469,raise slogan revolution address large mostly male gather farmer sfj khalistan,"['SFJ', 'Khalistan']",1
1470,indian government throw poor farmer mercy big corporates sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1471,app party fully support federal government anti punjab farmer bill sikh nation watchin,['PunjabFarmers'],1
1472,punjab farmer clearly see political party politics demand right agriculture gherao modi,"['PunjabFarmers', 'GheraoModi']",1
1473,call surround modi delhi,[],1
1474,b account withhold india response legal demand learn,[],1
1475,sept surprise day pm modi due sfj call gherao modi baharat bandh campaign delhi,"['SFJ', 'GheraoModi', 'BaharatBandh']",1
1476,b account withhold india response legal demand learn,[],1
1477,sfj release video sept gherao modi baharat bandh day campaign punjab farmer india khalistan,"['SFJ', 'GheraoModi', 'BaharatBandh', 'PunjabFarmers', 'khalistan']",1
1478,sept gherao modi residence baharat bandh campaign day punjab farmer india khalistan last,"['GheraoModi', 'BaharatBandh', 'PunjabFarmers', 'khalistan']",1
1479,draconian law bill increase problem punjab farmer sfj call sept,"['PunjabFarmers', 'SFJ']",1
1480,trucker indian reach delhi sfj sept gherao modi baharat bandh campaign,"['SFJ', 'GheraoModi', 'BaharatBandh']",1
1481,gherao modi baharat bandh campaign save punjab farmer indian incompetence sfj khalistan,"['GheraoModi', 'BaharatBandh', 'PunjabFarmers', 'SFJ', 'khalistan']",1
1482,show power sfj call sept gherao modi baharat bandh campaign punjab farmer,"['SFJ', 'GheraoModi', 'BaharatBandh', 'PunjabFarmers']",1
1483,sept delhi hilao khalistan banao sfj call gherao modi take part bharat bandh,"['Delhi', 'Khalistan', 'SFJ', 'GheraoModi', 'BharatBandh']",1
1484,delhi hilao khalistan banao sfj call gherao modi sept th take part bharat bandh,"['Delhi', 'Khalistan', 'SFJ', 'GheraoModi', 'BharatBandh']",1
1485,b account withhold india response legal demand learn,[],1
1486,b account withhold india response legal demand learn,[],1
1487,thousand farmer block road highway several state sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1488,not men also woman teenager also present protest sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1489,b account withhold india response legal demand learn,[],1
1490,not men also woman teenager also present protest sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1491,not let modi snatch land punjabfarmers sfj khalistan gherao modi bharat bandh register vote,"['modi', 'punjabfarmers', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'Register2Vote2020']",1
1492,b account withhold india response legal demand learn,[],1
1493,b account withhold india response legal demand learn,[],1
1494,not let modi snatch land punjabfarmers sfj khalistan gherao modi bharat bandh,"['modi', 'punjabfarmers', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1495,farmer block rail road protect right sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1496,raise slogan revolution address large sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1497,b account withhold india response legal demand learn,[],1
1498,b account withhold india response legal demand learn,[],1
1499,b account withhold india response legal demand learn,[],1
1500,b account withhold india response legal demand learn,[],1
1501,thousand farmer block road highway several state,[],1
1502,not men also woman teenager also present protest sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1503,b account withhold india response legal demand learn,[],1
1504,b account withhold india response legal demand learn,[],1
1505,b account withhold india response legal demand learn,[],1
1506,b account withhold india response legal demand learn,[],1
1507,b account withhold india response legal demand learn,[],1
1508,b account withhold india response legal demand learn,[],1
1509,b account withhold india response legal demand learn,[],1
1510,b account withhold india response legal demand learn,[],1
1511,b account withhold india response legal demand learn,[],1
1512,b account withhold india response legal demand learn,[],1
1513,b account withhold india response legal demand learn,[],1
1514,b account withhold india response legal demand learn,[],1
1515,b account withhold india response legal demand learn,[],1
1516,b account withhold india response legal demand learn,[],1
1517,b account withhold india response legal demand learn,[],1
1518,b account withhold india response legal demand learn,[],1
1519,b account withhold india response legal demand learn,[],1
1520,b account withhold india response legal demand learn,[],1
1521,b account withhold india response legal demand learn,[],1
1522,b account withhold india response legal demand learn,[],1
1523,b account withhold india response legal demand learn,[],1
1524,b account withhold india response legal demand learn,[],1
1525,b account withhold india response legal demand learn,[],1
1526,b account withhold india response legal demand learn,[],1
1527,b account withhold india response legal demand learn,[],1
1528,b account withhold india response legal demand learn,[],1
1529,b account withhold india response legal demand learn,[],1
1530,b account withhold india response legal demand learn,[],1
1531,b account withhold india response legal demand learn,[],1
1532,b account withhold india response legal demand learn,[],1
1533,b account withhold india response legal demand learn,[],1
1534,b account withhold india response legal demand learn,[],1
1535,b account withhold india response legal demand learn,[],1
1536,b account withhold india response legal demand learn,[],1
1537,b account withhold india response legal demand learn,[],1
1538,b account withhold india response legal demand learn,[],1
1539,b account withhold india response legal demand learn,[],1
1540,sfj delhi soon capital khalistan sfj call gherao modi bharat bandh reply back indian,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1541,b farmer protest everywhere india punjab let modi know theyll never leave land,[],1
1542,sfj delhi soon capital khalistan sfj call gherao modi bharat bandh reply back indian,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1543,b account withhold india response legal demand learn,[],1
1544,b account withhold india response legal demand learn,[],1
1545,b account withhold india response legal demand learn,[],1
1546,b account withhold india response legal demand learn,[],1
1547,b account withhold india response legal demand learn,[],1
1548,b account withhold india response legal demand learn,[],1
1549,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1550,b account withhold india response legal demand learn,[],1
1551,b account withhold india response legal demand learn,[],1
1552,b account withhold india response legal demand learn,[],1
1553,b account withhold india response legal demand learn,[],1
1554,b account withhold india response legal demand learn,[],1
1555,b account withhold india response legal demand learn,[],1
1556,b account withhold india response legal demand learn,[],1
1557,b account withhold india response legal demand learn,[],1
1558,b account withhold india response legal demand learn,[],1
1559,b account withhold india response legal demand learn,[],1
1560,b account withhold india response legal demand learn,[],1
1561,b account withhold india response legal demand learn,[],1
1562,b account withhold india response legal demand learn,[],1
1563,b account withhold india response legal demand learn,[],1
1564,b account withhold india response legal demand learn,[],1
1565,b account withhold india response legal demand learn,[],1
1566,b account withhold india response legal demand learn,[],1
1567,b account withhold india response legal demand learn,[],1
1568,b account withhold india response legal demand learn,[],1
1569,b account withhold india response legal demand learn,[],1
1570,b account withhold india response legal demand learn,[],1
1571,b sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'MODI']",1
1572,b account withhold india response legal demand learn,[],1
1573,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1574,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'Modi']",1
1575,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'PunjabFarmers', 'Khalistan']",1
1576,b account withhold india response legal demand learn,[],1
1577,sept baharat bandh gherao modi campaign day u khalistan solution leave u kn,"['BaharatBandh', 'GheraoModi', 'khalistan']",1
1578,no worry how punjab farmer effect call agriculture reform bill pass federal gove,['PunjabFarmers'],1
1579,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1580,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1581,please take part u sfj call gherao modi baharat bandh campaign sept punjab farmer,"['SFJ', 'GheraoModi', 'BaharatBandh', 'PunjabFarmers']",1
1582,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1583,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1584,sfj give call gherao modi baharat bandh sept new delhi punjab farmer follow full,"['SFJ', 'GheraoModi', 'BaharatBandh', 'PunjabFarmers']",1
1585,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1586,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1587,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1588,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1589,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1590,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1591,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1592,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1593,number farmer commit suicide every district punjab alarm sfj,"['SFJ', 'Khalistan', 'GheraoModi']",1
1594,farmer block rail road,"['SFJ', 'Khalistan', 'GheraoModi']",1
1595,b not money fight freedom separate land sikh thrive live peacefully,[],1
1596,sfj take initiative waive debt farmer sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1597,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1598,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1599,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1600,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1601,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1602,instead help indian government increase problem poor farmer sfj khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
1603,b indian government doesnt care farmer life farmer become miserable force suici,[],1
1604,gherao modi call sfj sept th take part bharat bandh punjab farmer video delhi hilao,"['GheraoModi', 'SFJ', 'BharatBandh', 'PunjabFarmers', 'Delhi']",1
1605,b account withhold india response legal demand learn,[],1
1606,b account withhold india response legal demand learn,[],1
1607,punjab farmer solution khalistan gherao modi baharat bandh campaign w,"['PunjabFarmers', 'khalistan', 'GheraoModi', 'BaharatBandh']",1
1608,say yes khalistan sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1609,modi government pass illegal bad agriculture reform bill punjab farmer protest,['PunjabFarmers'],1
1610,sept gherao modi day punjab farmer punjab haryana area reach delhi baharat bandh,"['GheraoModi', 'PunjabFarmers', 'Punjab', 'Haryana', 'BaharatBandh']",1
1611,b account withhold india response legal demand learn,[],1
1612,punjab farmer reach protest agricultural reform bill pass indian government,['PunjabFarmers'],1
1613,b account withhold india response legal demand learn,[],1
1614,raise slogan revolution address large mostly male gather farmer sfj khalistan,"['SFJ', 'Khalistan']",1
1615,,[],1
1616,stop modi grab area punjab farmer sfj khalistan gherao modi bharat bandh,"['Modi', 'PunjabFarmers', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1617,farmer raise voice protest sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1618,b account withhold india response legal demand learn,[],1
1619,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh', 'PunjabFarmers', 'Khalistan']",1
1620,b farmer block rail protest high scale indian govt dont know power sikh community,[],1
1621,sfj khalistan solution injustice do modi govt towards poor sikh family gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
1622,sfj call protest stop modi grab land poor farmer khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
1623,never let modi destroy land want justice farmer sfj khalistan gherao modi,"['SFJ', 'Khalistan', 'GheraoModi']",1
1624,sfj khalistan gherao modi bharat bandh go give land ambanis,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1625,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1626,farmer fear new legislation pave way dismantle minimum support price msp authority,[],1
1627,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1628,stop modi grab land punjab farmer khalistan solution let,"['Modi', 'PunjabFarmers', 'Khalistan']",1
1629,not let modi grab land punjab farmer sfj khalistan gherao modi bharat bandh,"['modi', 'PunjabFarmers', 'SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1630,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1631,b sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1632,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1633,sfj khalistan gherao modi sikh community join bharat bandh protest change future,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1634,farmer raise voice protest sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1635,khalistan solution sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1636,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1637,farm bill aim bring private company market result which income farmer gra,[],1
1638,sfj call gherao modi take part bharat bandh raise voice poor farmer right,"['SFJ', 'GheraoModi', 'BharatBandh']",1
1639,call surround modi delhi,[],1
1640,understand democracy modi need understand well want justice farmer sfj khalistan,"['SFJ', 'Khalistan']",1
1641,sfj,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1642,many people participate protest modi indian govt neelkamal also final year stud,['modi'],1
1643,,['SFJ'],1
1644,khalistan solution sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1645,class dropout akalia village mansa district stand hour morcha hold flag bku,[],1
1646,indian government not care farmer,"['SFJ', 'Khalistan', 'GheraoModi']",1
1647,farm bill aim bring private company market result which income farmer gra,[],1
1648,farmer begin send daughter school college gain lose kaale kanoon ar,[],1
1649,harmanjot kaur class dropout akalia village mansa district stand hour morcha holdin,[],1
1650,,[],1
1651,raise slogan revolution address large mostly male gather farmer,[],1
1652,,[],1
1653,farmer afriad legislation pave way dismantle minimum support price msp authority,[],1
1654,indian government throw poor farmer mercy big corporates sfj khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1655,b stop modi grab land punjab farmer land mother well never leave mother solution,"['Modi', 'PunjabFarmers']",1
1656,sfj khalistan gherao modi bharat bandh way govt listen priority,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1657,go give land ambanis company cannot allow india sfj khalistan,"['SFJ', 'Khalistan']",1
1658,support sfj initiative help poor farmer india khalistan gherao modi bharat bandh,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1659,sfj khalistan gherao modi bharat bandh go give land ambanis company canno,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1660,sfj khalistan gherao modi modi always brutality minority specially sikh,"['SFJ', 'Khalistan', 'GheraoModi']",1
1661,no subjugation sikh not slave india india mission towards enslave sikh sfj,['SFJ'],1
1662,b sfj khalistan gherao modi bharat bandh cannot take land farmer wont ever allow,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1663,sfj khalistan gherao modi bharat bandh congress pass bill genocide sikh go,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
1664,sfj delhi khalistan khalistan sfj call gherao modi protest policy indian govt,"['SFJ', 'Khalistan', 'GheraoModi']",1
1665,sfj khalistan gherao modi bharat bandh request truck driver brother flock residence modi,"['SFJ', 'Khalistan', 'GheraoModi', 'BharatBandh']",1
